variant,library_family,corner,size_bytes,relative_path,selected_target
sky130B,,vccd_lvc_clamped_pad_ss_n40C_1v60_1v65_1v65,4342,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vccd_lvc_clamped_pad_ss_n40C_1v60_1v65_1v65.lib,no
sky130B,,vccd_lvc_clamped_pad_ss_n40C_1v60_5v50_1v65,4342,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vccd_lvc_clamped_pad_ss_n40C_1v60_5v50_1v65.lib,no
sky130B,,vccd_lvc_clamped_pad_tt_025C_1v80_3v30_3v30,4342,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vccd_lvc_clamped_pad_tt_025C_1v80_3v30_3v30.lib,no
sky130B,,vdda_hvc_clamped_pad_ff_100C_1v95_5v50_1v65,4342,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ff_100C_1v95_5v50_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ff_100C_1v95_5v50_5v50,4340,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ff_100C_1v95_5v50_5v50.lib,no
sky130B,,vdda_hvc_clamped_pad_ff_n40C_1v95_5v50_1v65,4340,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ff_n40C_1v95_5v50_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ff_n40C_1v95_5v50_5v50,4340,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ff_n40C_1v95_5v50_5v50.lib,no
sky130B,,vdda_hvc_clamped_pad_ff_ss_100C_1v65_1v65_1v65,4347,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ff_ss_100C_1v65_1v65_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ff_ss_100C_1v95_1v95_1v65,4347,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ff_ss_100C_1v95_1v95_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ff_ss_100C_1v95_1v95_1v95,4347,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ff_ss_100C_1v95_1v95_1v95.lib,no
sky130B,,vdda_hvc_clamped_pad_ff_ss_100C_1v95_5v50_1v65,4347,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ff_ss_100C_1v95_5v50_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ff_ss_n40C_1v65_1v65_1v65,4345,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ff_ss_n40C_1v65_1v65_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ff_ss_n40C_1v95_1v95_1v65,4345,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ff_ss_n40C_1v95_1v95_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ff_ss_n40C_1v95_1v95_1v95,4345,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ff_ss_n40C_1v95_1v95_1v95.lib,no
sky130B,,vdda_hvc_clamped_pad_ff_ss_n40C_1v95_5v50_1v65,4345,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ff_ss_n40C_1v95_5v50_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ss_100C_1v40_1v65_1v65,4341,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ss_100C_1v40_1v65_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ss_100C_1v60_1v65_1v65,4341,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ss_100C_1v60_1v65_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ss_100C_1v60_3v00_3v00,4341,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ss_100C_1v60_3v00_3v00.lib,no
sky130B,,vdda_hvc_clamped_pad_ss_100C_1v60_5v50_1v65,4341,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ss_100C_1v60_5v50_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ss_ff_100C_1v40_5v50_5v50,4346,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ss_ff_100C_1v40_5v50_5v50.lib,no
sky130B,,vdda_hvc_clamped_pad_ss_ff_100C_1v60_5v50_1v65,4348,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ss_ff_100C_1v60_5v50_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ss_ff_100C_1v60_5v50_5v50,4348,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ss_ff_100C_1v60_5v50_5v50.lib,no
sky130B,,vdda_hvc_clamped_pad_ss_ff_n40C_1v35_5v50_5v50,4346,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ss_ff_n40C_1v35_5v50_5v50.lib,no
sky130B,,vdda_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_1v65,4346,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_5v50,4346,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_5v50.lib,no
sky130B,,vdda_hvc_clamped_pad_ss_n40C_1v35_1v65_1v65,4339,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ss_n40C_1v35_1v65_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ss_n40C_1v40_1v65_1v65,4339,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ss_n40C_1v40_1v65_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ss_n40C_1v60_1v65_1v65,4339,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ss_n40C_1v60_1v65_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_ss_n40C_1v60_5v50_1v65,4339,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_ss_n40C_1v60_5v50_1v65.lib,no
sky130B,,vdda_hvc_clamped_pad_tt_025C_1v80_3v30_3v30,4336,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vdda_hvc_clamped_pad_tt_025C_1v80_3v30_3v30.lib,no
sky130B,,vddio_hvc_clamped_pad_ff_100C_1v95_5v50_1v65,4345,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ff_100C_1v95_5v50_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ff_100C_1v95_5v50_5v50,4343,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ff_100C_1v95_5v50_5v50.lib,no
sky130B,,vddio_hvc_clamped_pad_ff_n40C_1v95_5v50_1v65,4343,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ff_n40C_1v95_5v50_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ff_n40C_1v95_5v50_5v50,4343,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ff_n40C_1v95_5v50_5v50.lib,no
sky130B,,vddio_hvc_clamped_pad_ff_ss_100C_1v65_1v65_1v65,4349,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ff_ss_100C_1v65_1v65_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ff_ss_100C_1v95_1v95_1v65,4349,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ff_ss_100C_1v95_1v95_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ff_ss_100C_1v95_1v95_1v95,4349,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ff_ss_100C_1v95_1v95_1v95.lib,no
sky130B,,vddio_hvc_clamped_pad_ff_ss_100C_1v95_5v50_1v65,4349,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ff_ss_100C_1v95_5v50_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ff_ss_n40C_1v65_1v65_1v65,4347,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ff_ss_n40C_1v65_1v65_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ff_ss_n40C_1v95_1v95_1v65,4347,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ff_ss_n40C_1v95_1v95_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ff_ss_n40C_1v95_1v95_1v95,4347,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ff_ss_n40C_1v95_1v95_1v95.lib,no
sky130B,,vddio_hvc_clamped_pad_ff_ss_n40C_1v95_5v50_1v65,4347,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ff_ss_n40C_1v95_5v50_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ss_100C_1v40_1v65_1v65,4344,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ss_100C_1v40_1v65_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ss_100C_1v60_1v65_1v65,4344,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ss_100C_1v60_1v65_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ss_100C_1v60_3v00_3v00,4344,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ss_100C_1v60_3v00_3v00.lib,no
sky130B,,vddio_hvc_clamped_pad_ss_100C_1v60_5v50_1v65,4344,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ss_100C_1v60_5v50_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ss_ff_100C_1v40_5v50_5v50,4348,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ss_ff_100C_1v40_5v50_5v50.lib,no
sky130B,,vddio_hvc_clamped_pad_ss_ff_100C_1v60_5v50_1v65,4350,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ss_ff_100C_1v60_5v50_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ss_ff_100C_1v60_5v50_5v50,4350,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ss_ff_100C_1v60_5v50_5v50.lib,no
sky130B,,vddio_hvc_clamped_pad_ss_ff_n40C_1v35_5v50_5v50,4348,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ss_ff_n40C_1v35_5v50_5v50.lib,no
sky130B,,vddio_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_1v65,4348,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_5v50,4348,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_5v50.lib,no
sky130B,,vddio_hvc_clamped_pad_ss_n40C_1v35_1v65_1v65,4342,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ss_n40C_1v35_1v65_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ss_n40C_1v40_1v65_1v65,4342,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ss_n40C_1v40_1v65_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ss_n40C_1v60_1v65_1v65,4342,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ss_n40C_1v60_1v65_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_ss_n40C_1v60_5v50_1v65,4342,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_ss_n40C_1v60_5v50_1v65.lib,no
sky130B,,vddio_hvc_clamped_pad_tt_025C_1v80_3v30_3v30,4339,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vddio_hvc_clamped_pad_tt_025C_1v80_3v30_3v30.lib,no
sky130B,,vssa_hvc_clamped_pad_ff_100C_1v95_5v50_1v65,4342,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ff_100C_1v95_5v50_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ff_100C_1v95_5v50_5v50,4340,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ff_100C_1v95_5v50_5v50.lib,no
sky130B,,vssa_hvc_clamped_pad_ff_n40C_1v95_5v50_1v65,4340,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ff_n40C_1v95_5v50_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ff_n40C_1v95_5v50_5v50,4340,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ff_n40C_1v95_5v50_5v50.lib,no
sky130B,,vssa_hvc_clamped_pad_ff_ss_100C_1v65_1v65_1v65,4348,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ff_ss_100C_1v65_1v65_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ff_ss_100C_1v95_1v95_1v65,4348,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ff_ss_100C_1v95_1v95_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ff_ss_100C_1v95_1v95_1v95,4348,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ff_ss_100C_1v95_1v95_1v95.lib,no
sky130B,,vssa_hvc_clamped_pad_ff_ss_100C_1v95_5v50_1v65,4348,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ff_ss_100C_1v95_5v50_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ff_ss_n40C_1v65_1v65_1v65,4346,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ff_ss_n40C_1v65_1v65_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ff_ss_n40C_1v95_1v95_1v65,4346,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ff_ss_n40C_1v95_1v95_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ff_ss_n40C_1v95_1v95_1v95,4346,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ff_ss_n40C_1v95_1v95_1v95.lib,no
sky130B,,vssa_hvc_clamped_pad_ff_ss_n40C_1v95_5v50_1v65,4346,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ff_ss_n40C_1v95_5v50_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ss_100C_1v40_1v65_1v65,4341,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ss_100C_1v40_1v65_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ss_100C_1v60_1v65_1v65,4341,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ss_100C_1v60_1v65_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ss_100C_1v60_3v00_3v00,4341,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ss_100C_1v60_3v00_3v00.lib,no
sky130B,,vssa_hvc_clamped_pad_ss_100C_1v60_5v50_1v65,4341,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ss_100C_1v60_5v50_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ss_ff_100C_1v40_5v50_5v50,4347,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ss_ff_100C_1v40_5v50_5v50.lib,no
sky130B,,vssa_hvc_clamped_pad_ss_ff_100C_1v60_5v50_1v65,4349,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ss_ff_100C_1v60_5v50_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ss_ff_100C_1v60_5v50_5v50,4349,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ss_ff_100C_1v60_5v50_5v50.lib,no
sky130B,,vssa_hvc_clamped_pad_ss_ff_n40C_1v35_5v50_5v50,4347,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ss_ff_n40C_1v35_5v50_5v50.lib,no
sky130B,,vssa_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_1v65,4347,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_5v50,4347,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_5v50.lib,no
sky130B,,vssa_hvc_clamped_pad_ss_n40C_1v35_1v65_1v65,4339,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ss_n40C_1v35_1v65_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ss_n40C_1v40_1v65_1v65,4339,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ss_n40C_1v40_1v65_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ss_n40C_1v60_1v65_1v65,4339,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ss_n40C_1v60_1v65_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_ss_n40C_1v60_5v50_1v65,4339,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_ss_n40C_1v60_5v50_1v65.lib,no
sky130B,,vssa_hvc_clamped_pad_tt_025C_1v80_3v30_3v30,4336,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssa_hvc_clamped_pad_tt_025C_1v80_3v30_3v30.lib,no
sky130B,,vssd_lvc_clamped3_pad_ff_100C_1v95_5v50,5176,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssd_lvc_clamped3_pad_ff_100C_1v95_5v50.lib,no
sky130B,,vssd_lvc_clamped3_pad_ff_100C_1v95_5v50_1v65,4645,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssd_lvc_clamped3_pad_ff_100C_1v95_5v50_1v65.lib,no
sky130B,,vssd_lvc_clamped3_pad_ff_n40C_1v95_5v50,5172,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssd_lvc_clamped3_pad_ff_n40C_1v95_5v50.lib,no
sky130B,,vssd_lvc_clamped3_pad_ff_n40C_1v95_5v50_1v65,4647,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssd_lvc_clamped3_pad_ff_n40C_1v95_5v50_1v65.lib,no
sky130B,,vssd_lvc_clamped3_pad_ff_ss_100C_1v65_1v65_1v65,4652,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssd_lvc_clamped3_pad_ff_ss_100C_1v65_1v65_1v65.lib,no
sky130B,,vssd_lvc_clamped3_pad_ff_ss_100C_1v95_1v95_1v65,4652,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130B/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssd_lvc_clamped3_pad_ff_ss_100C_1v95_1v95_1v65.lib,no
